Wavelength (nm),% Transmission,,,,,,,,,,
553.8,0.00001618,,,,,,,,,,
554,0.00001869,,,,,,,,,,
554.2,0.00001906,,,,,,,,,,
554.4,0.00002165,,,,,,,,,,
554.6,0.00003062,,,,,,,,,,
554.8,0.00003233,,,,,,,,,,
555,0.00003326,,,,,,,,,,
555.2,0.00003847,,,,,,,,,,
555.4,0.00004086,,,,,,,,,,
555.6,0.00004336,,,,,,,,,,
555.8,0.00005657,,,,,,,,,,
556,0.00006321,,,,,,,,,,
556.2,0.00007670,,,,,,,,,,
556.4,0.00008883,,,,,,,,,,
556.6,0.00008911,,,,,,,,,,
556.8,0.00011007,,,,,,,,,,
557,0.00012180,,,,,,,,,,
557.2,0.00013052,,,,,,,,,,
557.4,0.00013798,,,,,,,,,,
557.6,0.00013918,,,,,,,,,,
557.8,0.00013766,,,,,,,,,,
558,0.00013834,,,,,,,,,,
558.2,0.00014329,,,,,,,,,,
558.4,0.00012849,,,,,,,,,,
558.6,0.00012101,,,,,,,,,,
558.8,0.00011697,,,,,,,,,,
559,0.00011268,,,,,,,,,,
559.2,0.00011411,,,,,,,,,,
559.4,0.00012850,,,,,,,,,,
559.6,0.00011633,,,,,,,,,,
559.8,0.00012000,,,,,,,,,,
560,0.00011833,,,,,,,,,,
560.2,0.00011760,,,,,,,,,,
560.4,0.00012055,,,,,,,,,,
560.6,0.00012357,,,,,,,,,,
560.8,0.00012667,,,,,,,,,,
561,0.00012984,,,,,,,,,,
561.2,0.00013310,,,,,,,,,,
561.4,0.00013643,,,,,,,,,,
561.6,0.00013985,,,,,,,,,,
561.8,0.00014336,,,,,,,,,,
562,0.00014695,,,,,,,,,,
562.2,0.00015063,,,,,,,,,,
562.4,0.00015441,,,,,,,,,,
562.6,0.00015053,,,,,,,,,,
562.8,0.00014162,,,,,,,,,,
563,0.00013324,,,,,,,,,,
563.2,0.00012536,,,,,,,,,,
563.4,0.00011794,,,,,,,,,,
563.6,0.00011096,,,,,,,,,,
563.8,0.00010439,,,,,,,,,,
564,0.00009821,,,,,,,,,,
564.2,0.00009240,,,,,,,,,,
564.4,0.00008693,,,,,,,,,,
564.6,0.00008178,,,,,,,,,,
564.8,0.00007694,,,,,,,,,,
565,0.00007525,,,,,,,,,,
565.2,0.00007732,,,,,,,,,,
565.4,0.00007945,,,,,,,,,,
565.6,0.00008164,,,,,,,,,,
565.8,0.00008389,,,,,,,,,,
566,0.00008619,,,,,,,,,,
566.2,0.00008857,,,,,,,,,,
566.4,0.00009100,,,,,,,,,,
566.6,0.00009351,,,,,,,,,,
566.8,0.00009608,,,,,,,,,,
567,0.00009873,,,,,,,,,,
567.2,0.00010144,,,,,,,,,,
567.4,0.00010406,,,,,,,,,,
567.6,0.00010630,,,,,,,,,,
567.8,0.00010859,,,,,,,,,,
568,0.00011093,,,,,,,,,,
568.2,0.00011332,,,,,,,,,,
568.4,0.00011576,,,,,,,,,,
568.6,0.00011825,,,,,,,,,,
568.8,0.00012080,,,,,,,,,,
569,0.00012340,,,,,,,,,,
569.2,0.00012606,,,,,,,,,,
569.4,0.00012878,,,,,,,,,,
569.6,0.00013155,,,,,,,,,,
569.8,0.00013439,,,,,,,,,,
570,0.00012882,,,,,,,,,,
570.2,0.00011407,,,,,,,,,,
570.4,0.00010101,,,,,,,,,,
570.6,0.00008945,,,,,,,,,,
570.8,0.00007921,,,,,,,,,,
571,0.00007014,,,,,,,,,,
571.2,0.00006211,,,,,,,,,,
571.4,0.00005500,,,,,,,,,,
571.6,0.00004870,,,,,,,,,,
571.8,0.00004312,,,,,,,,,,
572,0.00003819,,,,,,,,,,
572.2,0.00003381,,,,,,,,,,
572.4,0.00002994,,,,,,,,,,
572.6,0.00002777,,,,,,,,,,
572.8,0.00002661,,,,,,,,,,
573,0.00002551,,,,,,,,,,
573.2,0.00002445,,,,,,,,,,
573.4,0.00002343,,,,,,,,,,
573.6,0.00002246,,,,,,,,,,
573.8,0.00002152,,,,,,,,,,
574,0.00002063,,,,,,,,,,
574.2,0.00001977,,,,,,,,,,
574.4,0.00001895,,,,,,,,,,
574.6,0.00001816,,,,,,,,,,
574.8,0.00001740,,,,,,,,,,
575,0.00001705,,,,,,,,,,
575.2,0.00001717,,,,,,,,,,
575.4,0.00001728,,,,,,,,,,
575.6,0.00001740,,,,,,,,,,
575.8,0.00001752,,,,,,,,,,
576,0.00001764,,,,,,,,,,
576.2,0.00001776,,,,,,,,,,
576.4,0.00001788,,,,,,,,,,
576.6,0.00001800,,,,,,,,,,
576.8,0.00001812,,,,,,,,,,
577,0.00001824,,,,,,,,,,
577.2,0.00001837,,,,,,,,,,
577.4,0.00001898,,,,,,,,,,
577.6,0.00002078,,,,,,,,,,
577.8,0.00002274,,,,,,,,,,
578,0.00002490,,,,,,,,,,
578.2,0.00002726,,,,,,,,,,
578.4,0.00002984,,,,,,,,,,
578.6,0.00003267,,,,,,,,,,
578.8,0.00003576,,,,,,,,,,
579,0.00003915,,,,,,,,,,
579.2,0.00004286,,,,,,,,,,
579.4,0.00004692,,,,,,,,,,
579.6,0.00005137,,,,,,,,,,
579.8,0.00005623,,,,,,,,,,
580,0.00006175,,,,,,,,,,
580.2,0.00006806,,,,,,,,,,
580.4,0.00007501,,,,,,,,,,
580.6,0.00008267,,,,,,,,,,
580.8,0.00009111,,,,,,,,,,
581,0.00010042,,,,,,,,,,
581.2,0.00011067,,,,,,,,,,
581.4,0.00012198,,,,,,,,,,
581.6,0.00013444,,,,,,,,,,
581.8,0.00014817,,,,,,,,,,
582,0.00016330,,,,,,,,,,
582.2,0.00017998,,,,,,,,,,
582.4,0.00019837,,,,,,,,,,
582.6,0.00020174,,,,,,,,,,
582.8,0.00019424,,,,,,,,,,
583,0.00018703,,,,,,,,,,
583.2,0.00018008,,,,,,,,,,
583.4,0.00017339,,,,,,,,,,
583.6,0.00016694,,,,,,,,,,
583.8,0.00016074,,,,,,,,,,
584,0.00015477,,,,,,,,,,
584.2,0.00014902,,,,,,,,,,
584.4,0.00014348,,,,,,,,,,
584.6,0.00013815,,,,,,,,,,
584.8,0.00013301,,,,,,,,,,
585,0.00012527,,,,,,,,,,
585.2,0.00011494,,,,,,,,,,
585.4,0.00010547,,,,,,,,,,
585.6,0.00009678,,,,,,,,,,
585.8,0.00008881,,,,,,,,,,
586,0.00008149,,,,,,,,,,
586.2,0.00007477,,,,,,,,,,
586.4,0.00006861,,,,,,,,,,
586.6,0.00006296,,,,,,,,,,
586.8,0.00005777,,,,,,,,,,
587,0.00005301,,,,,,,,,,
587.2,0.00004864,,,,,,,,,,
587.4,0.00004514,,,,,,,,,,
587.6,0.00004286,,,,,,,,,,
587.8,0.00004070,,,,,,,,,,
588,0.00003864,,,,,,,,,,
588.2,0.00003669,,,,,,,,,,
588.4,0.00003483,,,,,,,,,,
588.6,0.00003307,,,,,,,,,,
588.8,0.00003140,,,,,,,,,,
589,0.00002981,,,,,,,,,,
589.2,0.00002831,,,,,,,,,,
589.4,0.00002687,,,,,,,,,,
589.6,0.00002552,,,,,,,,,,
589.8,0.00002423,,,,,,,,,,
590,0.00002369,,,,,,,,,,
590.2,0.00002397,,,,,,,,,,
590.4,0.00002425,,,,,,,,,,
590.6,0.00002454,,,,,,,,,,
590.8,0.00002482,,,,,,,,,,
591,0.00002512,,,,,,,,,,
591.2,0.00002541,,,,,,,,,,
591.4,0.00002571,,,,,,,,,,
591.6,0.00002601,,,,,,,,,,
591.8,0.00002632,,,,,,,,,,
592,0.00002663,,,,,,,,,,
592.2,0.00002694,,,,,,,,,,
592.4,0.00002726,,,,,,,,,,
592.6,0.00002825,,,,,,,,,,
592.8,0.00002976,,,,,,,,,,
593,0.00003136,,,,,,,,,,
593.2,0.00003305,,,,,,,,,,
593.4,0.00003482,,,,,,,,,,
593.6,0.00003669,,,,,,,,,,
593.8,0.00003866,,,,,,,,,,
594,0.00004074,,,,,,,,,,
594.2,0.00004293,,,,,,,,,,
594.4,0.00004523,,,,,,,,,,
594.6,0.00004766,,,,,,,,,,
594.8,0.00005022,,,,,,,,,,
595,0.00005309,,,,,,,,,,
595.2,0.00005632,,,,,,,,,,
595.4,0.00005975,,,,,,,,,,
595.6,0.00006339,,,,,,,,,,
595.8,0.00006725,,,,,,,,,,
596,0.00007134,,,,,,,,,,
596.2,0.00007569,,,,,,,,,,
596.4,0.00008030,,,,,,,,,,
596.6,0.00008519,,,,,,,,,,
596.8,0.00009038,,,,,,,,,,
597,0.00009588,,,,,,,,,,
597.2,0.00010172,,,,,,,,,,
597.4,0.00010663,,,,,,,,,,
597.6,0.00010927,,,,,,,,,,
597.8,0.00011198,,,,,,,,,,
598,0.00011475,,,,,,,,,,
598.2,0.00011759,,,,,,,,,,
598.4,0.00012050,,,,,,,,,,
598.6,0.00012349,,,,,,,,,,
598.8,0.00012655,,,,,,,,,,
599,0.00012968,,,,,,,,,,
599.2,0.00013289,,,,,,,,,,
599.4,0.00013618,,,,,,,,,,
599.6,0.00013955,,,,,,,,,,
599.8,0.00014301,,,,,,,,,,
600,0.00014352,,,,,,,,,,
600.2,0.00014039,,,,,,,,,,
600.4,0.00013732,,,,,,,,,,
600.6,0.00013433,,,,,,,,,,
600.8,0.00013140,,,,,,,,,,
601,0.00012853,,,,,,,,,,
601.2,0.00012573,,,,,,,,,,
601.4,0.00012298,,,,,,,,,,
601.6,0.00012030,,,,,,,,,,
601.8,0.00011767,,,,,,,,,,
602,0.00011511,,,,,,,,,,
602.2,0.00011260,,,,,,,,,,
602.4,0.00011014,,,,,,,,,,
602.6,0.00010771,,,,,,,,,,
602.8,0.00010531,,,,,,,,,,
603,0.00010297,,,,,,,,,,
603.2,0.00010067,,,,,,,,,,
603.4,0.00009843,,,,,,,,,,
603.6,0.00009624,,,,,,,,,,
603.8,0.00009410,,,,,,,,,,
604,0.00009200,,,,,,,,,,
604.2,0.00008996,,,,,,,,,,
604.4,0.00008795,,,,,,,,,,
604.6,0.00008600,,,,,,,,,,
604.8,0.00008408,,,,,,,,,,
605,0.00008328,,,,,,,,,,
605.2,0.00008392,,,,,,,,,,
605.4,0.00008456,,,,,,,,,,
605.6,0.00008521,,,,,,,,,,
605.8,0.00008587,,,,,,,,,,
606,0.00008652,,,,,,,,,,
606.2,0.00008719,,,,,,,,,,
606.4,0.00008786,,,,,,,,,,
606.6,0.00008853,,,,,,,,,,
606.8,0.00008921,,,,,,,,,,
607,0.00008989,,,,,,,,,,
607.2,0.00009058,,,,,,,,,,
607.4,0.00009160,,,,,,,,,,
607.6,0.00009335,,,,,,,,,,
607.8,0.00009513,,,,,,,,,,
608,0.00009694,,,,,,,,,,
608.2,0.00009879,,,,,,,,,,
608.4,0.00010067,,,,,,,,,,
608.6,0.00010259,,,,,,,,,,
608.8,0.00010454,,,,,,,,,,
609,0.00010653,,,,,,,,,,
609.2,0.00010856,,,,,,,,,,
609.4,0.00011063,,,,,,,,,,
609.6,0.00011274,,,,,,,,,,
609.8,0.00011489,,,,,,,,,,
610,0.00011389,,,,,,,,,,
610.2,0.00010894,,,,,,,,,,
610.4,0.00010420,,,,,,,,,,
610.6,0.00009967,,,,,,,,,,
610.8,0.00009534,,,,,,,,,,
611,0.00009119,,,,,,,,,,
611.2,0.00008723,,,,,,,,,,
611.4,0.00008343,,,,,,,,,,
611.6,0.00007980,,,,,,,,,,
611.8,0.00007633,,,,,,,,,,
612,0.00007301,,,,,,,,,,
612.2,0.00006984,,,,,,,,,,
612.4,0.00006680,,,,,,,,,,
612.6,0.00006374,,,,,,,,,,
612.8,0.00006070,,,,,,,,,,
613,0.00005781,,,,,,,,,,
613.2,0.00005505,,,,,,,,,,
613.4,0.00005243,,,,,,,,,,
613.6,0.00004993,,,,,,,,,,
613.8,0.00004755,,,,,,,,,,
614,0.00004528,,,,,,,,,,
614.2,0.00004312,,,,,,,,,,
614.4,0.00004107,,,,,,,,,,
614.6,0.00003911,,,,,,,,,,
614.8,0.00003725,,,,,,,,,,
615,0.00003619,,,,,,,,,,
615.2,0.00003606,,,,,,,,,,
615.4,0.00003594,,,,,,,,,,
615.6,0.00003581,,,,,,,,,,
615.8,0.00003569,,,,,,,,,,
616,0.00003557,,,,,,,,,,
616.2,0.00003545,,,,,,,,,,
616.4,0.00003532,,,,,,,,,,
616.6,0.00003520,,,,,,,,,,
616.8,0.00003508,,,,,,,,,,
617,0.00003496,,,,,,,,,,
617.2,0.00003484,,,,,,,,,,
617.4,0.00003506,,,,,,,,,,
617.6,0.00003597,,,,,,,,,,
617.8,0.00003690,,,,,,,,,,
618,0.00003786,,,,,,,,,,
618.2,0.00003884,,,,,,,,,,
618.4,0.00003985,,,,,,,,,,
618.6,0.00004088,,,,,,,,,,
618.8,0.00004194,,,,,,,,,,
619,0.00004303,,,,,,,,,,
619.2,0.00004414,,,,,,,,,,
619.4,0.00004529,,,,,,,,,,
619.6,0.00004646,,,,,,,,,,
619.8,0.00004766,,,,,,,,,,
620,0.00004951,,,,,,,,,,
620.2,0.00005220,,,,,,,,,,
620.4,0.00005504,,,,,,,,,,
620.6,0.00005803,,,,,,,,,,
620.8,0.00006118,,,,,,,,,,
621,0.00006451,,,,,,,,,,
621.2,0.00006802,,,,,,,,,,
621.4,0.00007172,,,,,,,,,,
621.6,0.00007562,,,,,,,,,,
621.8,0.00007973,,,,,,,,,,
622,0.00008407,,,,,,,,,,
622.2,0.00008864,,,,,,,,,,
622.4,0.00009346,,,,,,,,,,
622.6,0.00009684,,,,,,,,,,
622.8,0.00009899,,,,,,,,,,
623,0.00010119,,,,,,,,,,
623.2,0.00010343,,,,,,,,,,
623.4,0.00010573,,,,,,,,,,
623.6,0.00010807,,,,,,,,,,
623.8,0.00011047,,,,,,,,,,
624,0.00011292,,,,,,,,,,
624.2,0.00011542,,,,,,,,,,
624.4,0.00011798,,,,,,,,,,
624.6,0.00012060,,,,,,,,,,
624.8,0.00012328,,,,,,,,,,
625,0.00012592,,,,,,,,,,
625.2,0.00012851,,,,,,,,,,
625.4,0.00013116,,,,,,,,,,
625.6,0.00013386,,,,,,,,,,
625.8,0.00013661,,,,,,,,,,
626,0.00013943,,,,,,,,,,
626.2,0.00014230,,,,,,,,,,
626.4,0.00014523,,,,,,,,,,
626.6,0.00014821,,,,,,,,,,
626.8,0.00015127,,,,,,,,,,
627,0.00015438,,,,,,,,,,
627.2,0.00015756,,,,,,,,,,
627.4,0.00015992,,,,,,,,,,
627.6,0.00016074,,,,,,,,,,
627.8,0.00016156,,,,,,,,,,
628,0.00016239,,,,,,,,,,
628.2,0.00016322,,,,,,,,,,
628.4,0.00016406,,,,,,,,,,
628.6,0.00016490,,,,,,,,,,
628.8,0.00016574,,,,,,,,,,
629,0.00016659,,,,,,,,,,
629.2,0.00016745,,,,,,,,,,
629.4,0.00016831,,,,,,,,,,
629.6,0.00016917,,,,,,,,,,
629.8,0.00017003,,,,,,,,,,
630,0.00016734,,,,,,,,,,
630.2,0.00016042,,,,,,,,,,
630.4,0.00015379,,,,,,,,,,
630.6,0.00014743,,,,,,,,,,
630.8,0.00014133,,,,,,,,,,
631,0.00013549,,,,,,,,,,
631.2,0.00012988,,,,,,,,,,
631.4,0.00012451,,,,,,,,,,
631.6,0.00011936,,,,,,,,,,
631.8,0.00011443,,,,,,,,,,
632,0.00010970,,,,,,,,,,
632.2,0.00010516,,,,,,,,,,
632.4,0.00010081,,,,,,,,,,
632.6,0.00009597,,,,,,,,,,
632.8,0.00009080,,,,,,,,,,
633,0.00008590,,,,,,,,,,
633.2,0.00008127,,,,,,,,,,
633.4,0.00007688,,,,,,,,,,
633.6,0.00007273,,,,,,,,,,
633.8,0.00006881,,,,,,,,,,
634,0.00006510,,,,,,,,,,
634.2,0.00006159,,,,,,,,,,
634.4,0.00005826,,,,,,,,,,
634.6,0.00005512,,,,,,,,,,
634.8,0.00005215,,,,,,,,,,
635,0.00005047,,,,,,,,,,
635.2,0.00005031,,,,,,,,,,
635.4,0.00005015,,,,,,,,,,
635.6,0.00004999,,,,,,,,,,
635.8,0.00004983,,,,,,,,,,
636,0.00004967,,,,,,,,,,
636.2,0.00004951,,,,,,,,,,
636.4,0.00004935,,,,,,,,,,
636.6,0.00004920,,,,,,,,,,
636.8,0.00004904,,,,,,,,,,
637,0.00004888,,,,,,,,,,
637.2,0.00004873,,,,,,,,,,
637.4,0.00004893,,,,,,,,,,
637.6,0.00004984,,,,,,,,,,
637.8,0.00005077,,,,,,,,,,
638,0.00005171,,,,,,,,,,
638.2,0.00005267,,,,,,,,,,
638.4,0.00005365,,,,,,,,,,
638.6,0.00005465,,,,,,,,,,
638.8,0.00005567,,,,,,,,,,
639,0.00005670,,,,,,,,,,
639.2,0.00005775,,,,,,,,,,
639.4,0.00005883,,,,,,,,,,
639.6,0.00005992,,,,,,,,,,
639.8,0.00006103,,,,,,,,,,
640,0.00006336,,,,,,,,,,
640.2,0.00006734,,,,,,,,,,
640.4,0.00007157,,,,,,,,,,
640.6,0.00007607,,,,,,,,,,
640.8,0.00008085,,,,,,,,,,
641,0.00008593,,,,,,,,,,
641.2,0.00009132,,,,,,,,,,
641.4,0.00009706,,,,,,,,,,
641.6,0.00010316,,,,,,,,,,
641.8,0.00010964,,,,,,,,,,
642,0.00011653,,,,,,,,,,
642.2,0.00012386,,,,,,,,,,
642.4,0.00013164,,,,,,,,,,
642.6,0.00013918,,,,,,,,,,
642.8,0.00014650,,,,,,,,,,
643,0.00015420,,,,,,,,,,
643.2,0.00016231,,,,,,,,,,
643.4,0.00017085,,,,,,,,,,
643.6,0.00017983,,,,,,,,,,
643.8,0.00018929,,,,,,,,,,
644,0.00019924,,,,,,,,,,
644.2,0.00020972,,,,,,,,,,
644.4,0.00022075,,,,,,,,,,
644.6,0.00023236,,,,,,,,,,
644.8,0.00024457,,,,,,,,,,
645,0.00025164,,,,,,,,,,
645.2,0.00025180,,,,,,,,,,
645.4,0.00025196,,,,,,,,,,
645.6,0.00025212,,,,,,,,,,
645.8,0.00025228,,,,,,,,,,
646,0.00025244,,,,,,,,,,
646.2,0.00025260,,,,,,,,,,
646.4,0.00025276,,,,,,,,,,
646.6,0.00025292,,,,,,,,,,
646.8,0.00025308,,,,,,,,,,
647,0.00025324,,,,,,,,,,
647.2,0.00025340,,,,,,,,,,
647.4,0.00025145,,,,,,,,,,
647.6,0.00024598,,,,,,,,,,
647.8,0.00024063,,,,,,,,,,
648,0.00023540,,,,,,,,,,
648.2,0.00023028,,,,,,,,,,
648.4,0.00022527,,,,,,,,,,
648.6,0.00022037,,,,,,,,,,
648.8,0.00021557,,,,,,,,,,
649,0.00021088,,,,,,,,,,
649.2,0.00020629,,,,,,,,,,
649.4,0.00020181,,,,,,,,,,
649.6,0.00019742,,,,,,,,,,
649.8,0.00019312,,,,,,,,,,
650,0.00019612,,,,,,,,,,
650.2,0.00020331,,,,,,,,,,
650.4,0.00021075,,,,,,,,,,
650.6,0.00021848,,,,,,,,,,
650.8,0.00022648,,,,,,,,,,
651,0.00023478,,,,,,,,,,
651.2,0.00024338,,,,,,,,,,
651.4,0.00024808,,,,,,,,,,
651.6,0.00025283,,,,,,,,,,
651.8,0.00025766,,,,,,,,,,
652,0.00026260,,,,,,,,,,
652.2,0.00026762,,,,,,,,,,
652.4,0.00027274,,,,,,,,,,
652.6,0.00027796,,,,,,,,,,
652.8,0.00028328,,,,,,,,,,
653,0.00028870,,,,,,,,,,
653.2,0.00029422,,,,,,,,,,
653.4,0.00029985,,,,,,,,,,
653.6,0.00030330,,,,,,,,,,
653.8,0.00030204,,,,,,,,,,
654,0.00030079,,,,,,,,,,
654.2,0.00029953,,,,,,,,,,
654.4,0.00029829,,,,,,,,,,
654.6,0.00029705,,,,,,,,,,
654.8,0.00029581,,,,,,,,,,
655,0.00029458,,,,,,,,,,
655.2,0.00029336,,,,,,,,,,
655.4,0.00029214,,,,,,,,,,
655.6,0.00029092,,,,,,,,,,
655.8,0.00028971,,,,,,,,,,
656,0.00027829,,,,,,,,,,
656.2,0.00026250,,,,,,,,,,
656.4,0.00024761,,,,,,,,,,
656.6,0.00023357,,,,,,,,,,
656.8,0.00022032,,,,,,,,,,
657,0.00020782,,,,,,,,,,
657.2,0.00019603,,,,,,,,,,
657.4,0.00018492,,,,,,,,,,
657.6,0.00017443,,,,,,,,,,
657.8,0.00016453,,,,,,,,,,
658,0.00015520,,,,,,,,,,
658.2,0.00014638,,,,,,,,,,
658.4,0.00013680,,,,,,,,,,
658.6,0.00012784,,,,,,,,,,
658.8,0.00011947,,,,,,,,,,
659,0.00011165,,,,,,,,,,
659.2,0.00010434,,,,,,,,,,
659.4,0.00009751,,,,,,,,,,
659.6,0.00009112,,,,,,,,,,
659.8,0.00008516,,,,,,,,,,
660,0.00007958,,,,,,,,,,
660.2,0.00007857,,,,,,,,,,
660.4,0.00007865,,,,,,,,,,
660.6,0.00007873,,,,,,,,,,
660.8,0.00007881,,,,,,,,,,
661,0.00007888,,,,,,,,,,
661.2,0.00007896,,,,,,,,,,
661.4,0.00007904,,,,,,,,,,
661.6,0.00007912,,,,,,,,,,
661.8,0.00007920,,,,,,,,,,
662,0.00007928,,,,,,,,,,
662.2,0.00007935,,,,,,,,,,
662.4,0.00007943,,,,,,,,,,
662.6,0.00007995,,,,,,,,,,
662.8,0.00008088,,,,,,,,,,
663,0.00008182,,,,,,,,,,
663.2,0.00008276,,,,,,,,,,
663.4,0.00008372,,,,,,,,,,
663.6,0.00008469,,,,,,,,,,
663.8,0.00008567,,,,,,,,,,
664,0.00008667,,,,,,,,,,
664.2,0.00008767,,,,,,,,,,
664.4,0.00008869,,,,,,,,,,
664.6,0.00008971,,,,,,,,,,
664.8,0.00009075,,,,,,,,,,
665,0.00009154,,,,,,,,,,
665.2,0.00009201,,,,,,,,,,
665.4,0.00009248,,,,,,,,,,
665.6,0.00009295,,,,,,,,,,
665.8,0.00009343,,,,,,,,,,
666,0.00009391,,,,,,,,,,
666.2,0.00009439,,,,,,,,,,
666.4,0.00009487,,,,,,,,,,
666.6,0.00009535,,,,,,,,,,
666.8,0.00009584,,,,,,,,,,
667,0.00009633,,,,,,,,,,
667.2,0.00009683,,,,,,,,,,
667.4,0.00009466,,,,,,,,,,
667.6,0.00008860,,,,,,,,,,
667.8,0.00008294,,,,,,,,,,
668,0.00007763,,,,,,,,,,
668.2,0.00007267,,,,,,,,,,
668.4,0.00006802,,,,,,,,,,
668.6,0.00006367,,,,,,,,,,
668.8,0.00005960,,,,,,,,,,
669,0.00005579,,,,,,,,,,
669.2,0.00005222,,,,,,,,,,
669.4,0.00004888,,,,,,,,,,
669.6,0.00004575,,,,,,,,,,
669.8,0.00004283,,,,,,,,,,
670,0.00004019,,,,,,,,,,
670.2,0.00003785,,,,,,,,,,
670.4,0.00003565,,,,,,,,,,
670.6,0.00003357,,,,,,,,,,
670.8,0.00003162,,,,,,,,,,
671,0.00002978,,,,,,,,,,
671.2,0.00002804,,,,,,,,,,
671.4,0.00002641,,,,,,,,,,
671.6,0.00002487,,,,,,,,,,
671.8,0.00002342,,,,,,,,,,
672,0.00002206,,,,,,,,,,
672.2,0.00002077,,,,,,,,,,
672.4,0.00001956,,,,,,,,,,
672.6,0.00001881,,,,,,,,,,
672.8,0.00001849,,,,,,,,,,
673,0.00001817,,,,,,,,,,
673.2,0.00001786,,,,,,,,,,
673.4,0.00001756,,,,,,,,,,
673.6,0.00001726,,,,,,,,,,
673.8,0.00001696,,,,,,,,,,
674,0.00001667,,,,,,,,,,
674.2,0.00001638,,,,,,,,,,
674.4,0.00001610,,,,,,,,,,
674.6,0.00001583,,,,,,,,,,
674.8,0.00001556,,,,,,,,,,
675,0.00001561,,,,,,,,,,
675.2,0.00001610,,,,,,,,,,
675.4,0.00001661,,,,,,,,,,
675.6,0.00001713,,,,,,,,,,
675.8,0.00001767,,,,,,,,,,
676,0.00001822,,,,,,,,,,
676.2,0.00001879,,,,,,,,,,
676.4,0.00001939,,,,,,,,,,
676.6,0.00002000,,,,,,,,,,
676.8,0.00002062,,,,,,,,,,
677,0.00002127,,,,,,,,,,
677.2,0.00002194,,,,,,,,,,
677.4,0.00002323,,,,,,,,,,
677.6,0.00002572,,,,,,,,,,
677.8,0.00002848,,,,,,,,,,
678,0.00003153,,,,,,,,,,
678.2,0.00003492,,,,,,,,,,
678.4,0.00003866,,,,,,,,,,
678.6,0.00004281,,,,,,,,,,
678.8,0.00004741,,,,,,,,,,
679,0.00005249,,,,,,,,,,
679.2,0.00005813,,,,,,,,,,
679.4,0.00006437,,,,,,,,,,
679.6,0.00007127,,,,,,,,,,
679.8,0.00007892,,,,,,,,,,
680,0.00008438,,,,,,,,,,
680.2,0.00008613,,,,,,,,,,
680.4,0.00008791,,,,,,,,,,
680.6,0.00008973,,,,,,,,,,
680.8,0.00009159,,,,,,,,,,
681,0.00009349,,,,,,,,,,
681.2,0.00009542,,,,,,,,,,
681.4,0.00009740,,,,,,,,,,
681.6,0.00009942,,,,,,,,,,
681.8,0.00010147,,,,,,,,,,
682,0.00010357,,,,,,,,,,
682.2,0.00010572,,,,,,,,,,
682.4,0.00010791,,,,,,,,,,
682.6,0.00010498,,,,,,,,,,
682.8,0.00009715,,,,,,,,,,
683,0.00008991,,,,,,,,,,
683.2,0.00008320,,,,,,,,,,
683.4,0.00007700,,,,,,,,,,
683.6,0.00007126,,,,,,,,,,
683.8,0.00006594,,,,,,,,,,
684,0.00006102,,,,,,,,,,
684.2,0.00005647,,,,,,,,,,
684.4,0.00005226,,,,,,,,,,
684.6,0.00004837,,,,,,,,,,
684.8,0.00004476,,,,,,,,,,
685,0.00004131,,,,,,,,,,
685.2,0.00003800,,,,,,,,,,
685.4,0.00003496,,,,,,,,,,
685.6,0.00003216,,,,,,,,,,
685.8,0.00002958,,,,,,,,,,
686,0.00002721,,,,,,,,,,
686.2,0.00002503,,,,,,,,,,
686.4,0.00002303,,,,,,,,,,
686.6,0.00002118,,,,,,,,,,
686.8,0.00001949,,,,,,,,,,
687,0.00001793,,,,,,,,,,
687.2,0.00001649,,,,,,,,,,
687.4,0.00001545,,,,,,,,,,
687.6,0.00001491,,,,,,,,,,
687.8,0.00001439,,,,,,,,,,
688,0.00001388,,,,,,,,,,
688.2,0.00001340,,,,,,,,,,
688.4,0.00001293,,,,,,,,,,
688.6,0.00001248,,,,,,,,,,
688.8,0.00001204,,,,,,,,,,
689,0.00001162,,,,,,,,,,
689.2,0.00001121,,,,,,,,,,
689.4,0.00001082,,,,,,,,,,
689.6,0.00001044,,,,,,,,,,
689.8,0.00001007,,,,,,,,,,
690,0.00000975,,,,,,,,,,
690.2,0.00000949,,,,,,,,,,
690.4,0.00000923,,,,,,,,,,
690.6,0.00000897,,,,,,,,,,
690.8,0.00000873,,,,,,,,,,
691,0.00000849,,,,,,,,,,
691.2,0.00000826,,,,,,,,,,
691.4,0.00000803,,,,,,,,,,
691.6,0.00000781,,,,,,,,,,
691.8,0.00000760,,,,,,,,,,
692,0.00000739,,,,,,,,,,
692.2,0.00000719,,,,,,,,,,
692.4,0.00000699,,,,,,,,,,
692.6,0.00000689,,,,,,,,,,
692.8,0.00000690,,,,,,,,,,
693,0.00000690,,,,,,,,,,
693.2,0.00000691,,,,,,,,,,
693.4,0.00000691,,,,,,,,,,
693.6,0.00000691,,,,,,,,,,
693.8,0.00000692,,,,,,,,,,
694,0.00000692,,,,,,,,,,
694.2,0.00000693,,,,,,,,,,
694.4,0.00000693,,,,,,,,,,
694.6,0.00000694,,,,,,,,,,
694.8,0.00000694,,,,,,,,,,
695,0.00000692,,,,,,,,,,
695.2,0.00000686,,,,,,,,,,
695.4,0.00000681,,,,,,,,,,
695.6,0.00000675,,,,,,,,,,
695.8,0.00000670,,,,,,,,,,
696,0.00000664,,,,,,,,,,
696.2,0.00000659,,,,,,,,,,
