Wavelength (nm),% Transmission,,,,,,,,,,
411.4,0.00079290,,,,,,,,,,
411.6,0.00073587,,,,,,,,,,
411.8,0.00058709,,,,,,,,,,
412,0.00078408,,,,,,,,,,
412.2,0.00095956,,,,,,,,,,
412.4,0.00108170,,,,,,,,,,
412.6,0.00106510,,,,,,,,,,
412.8,0.00061491,,,,,,,,,,
413,0.00085428,,,,,,,,,,
413.2,0.00093250,,,,,,,,,,
413.4,0.00088545,,,,,,,,,,
413.6,0.00095444,,,,,,,,,,
413.8,0.00090094,,,,,,,,,,
414,0.00082585,,,,,,,,,,
414.2,0.00083473,,,,,,,,,,
414.4,0.00066695,,,,,,,,,,
414.6,0.00075599,,,,,,,,,,
414.8,0.00091579,,,,,,,,,,
415,0.00087008,,,,,,,,,,
415.2,0.00079631,,,,,,,,,,
415.4,0.00090935,,,,,,,,,,
415.6,0.00079259,,,,,,,,,,
415.8,0.00080388,,,,,,,,,,
416,0.00096818,,,,,,,,,,
416.2,0.00081810,,,,,,,,,,
416.4,0.00095866,,,,,,,,,,
416.6,0.00105530,,,,,,,,,,
416.8,0.00100230,,,,,,,,,,
417,0.00065112,,,,,,,,,,
417.2,0.00083837,,,,,,,,,,
417.4,0.00101860,,,,,,,,,,
417.6,0.00094811,,,,,,,,,,
417.8,0.00093484,,,,,,,,,,
418,0.00104730,,,,,,,,,,
418.2,0.00120860,,,,,,,,,,
418.4,0.00067796,,,,,,,,,,
418.6,0.00089421,,,,,,,,,,
418.8,0.00082829,,,,,,,,,,
419,0.00086152,,,,,,,,,,
419.2,0.00070788,,,,,,,,,,
419.4,0.00081151,,,,,,,,,,
419.6,0.00111850,,,,,,,,,,
419.8,0.00111210,,,,,,,,,,
420,0.00099076,,,,,,,,,,
420.2,0.00107960,,,,,,,,,,
420.4,0.00109570,,,,,,,,,,
420.6,0.00097210,,,,,,,,,,
420.8,0.00090693,,,,,,,,,,
421,0.00115280,,,,,,,,,,
421.2,0.00094932,,,,,,,,,,
421.4,0.00105180,,,,,,,,,,
421.6,0.00108370,,,,,,,,,,
421.8,0.00077390,,,,,,,,,,
422,0.00103100,,,,,,,,,,
422.2,0.00080297,,,,,,,,,,
422.4,0.00111510,,,,,,,,,,
422.6,0.00103470,,,,,,,,,,
422.8,0.00108860,,,,,,,,,,
423,0.00111290,,,,,,,,,,
423.2,0.00120410,,,,,,,,,,
423.4,0.00110810,,,,,,,,,,
423.6,0.00117650,,,,,,,,,,
423.8,0.00150140,,,,,,,,,,
424,0.00163180,,,,,,,,,,
424.2,0.00152580,,,,,,,,,,
424.4,0.00177880,,,,,,,,,,
424.6,0.00228490,,,,,,,,,,
424.8,0.00283940,,,,,,,,,,
425,0.00414600,,,,,,,,,,
425.2,0.01573800,,,,,,,,,,
425.4,0.02393900,,,,,,,,,,
425.6,0.03661700,,,,,,,,,,
425.8,0.05903700,,,,,,,,,,
426,0.11400000,,,,,,,,,,
426.2,0.27000000,,,,,,,,,,
426.4,0.69400000,,,,,,,,,,
426.6,1.74900000,,,,,,,,,,
426.8,4.36500000,,,,,,,,,,
427,12.31700000,,,,,,,,,,
427.2,29.46200000,,,,,,,,,,
427.4,51.59900000,,,,,,,,,,
427.6,67.33500000,,,,,,,,,,
427.8,73.86600000,,,,,,,,,,
428,73.65300000,,,,,,,,,,
428.2,75.85400000,,,,,,,,,,
428.4,76.83000000,,,,,,,,,,
428.6,78.67600000,,,,,,,,,,
428.8,81.45900000,,,,,,,,,,
429,84.27700000,,,,,,,,,,
429.2,86.81100000,,,,,,,,,,
429.4,86.39800000,,,,,,,,,,
429.6,89.88800000,,,,,,,,,,
429.8,91.15000000,,,,,,,,,,
430,92.02900000,,,,,,,,,,
430.2,92.81200000,,,,,,,,,,
430.4,93.46600000,,,,,,,,,,
430.6,93.97500000,,,,,,,,,,
430.8,91.80200000,,,,,,,,,,
431,93.68700000,,,,,,,,,,
431.2,93.58100000,,,,,,,,,,
431.4,93.34000000,,,,,,,,,,
431.6,92.95900000,,,,,,,,,,
431.8,92.84000000,,,,,,,,,,
432,92.77600000,,,,,,,,,,
432.2,91.07600000,,,,,,,,,,
432.4,92.75500000,,,,,,,,,,
432.6,92.99700000,,,,,,,,,,
432.8,93.13200000,,,,,,,,,,
433,93.13900000,,,,,,,,,,
433.2,93.02500000,,,,,,,,,,
433.4,92.92300000,,,,,,,,,,
433.6,91.51000000,,,,,,,,,,
433.8,92.62300000,,,,,,,,,,
434,92.81900000,,,,,,,,,,
434.2,93.05000000,,,,,,,,,,
434.4,93.25400000,,,,,,,,,,
434.6,93.48100000,,,,,,,,,,
434.8,93.69800000,,,,,,,,,,
435,93.87700000,,,,,,,,,,
435.2,94.16700000,,,,,,,,,,
435.4,94.17700000,,,,,,,,,,
435.6,94.30700000,,,,,,,,,,
435.8,94.30300000,,,,,,,,,,
436,94.28400000,,,,,,,,,,
436.2,94.34900000,,,,,,,,,,
436.4,94.24700000,,,,,,,,,,
436.6,94.38000000,,,,,,,,,,
436.8,94.59700000,,,,,,,,,,
437,94.58300000,,,,,,,,,,
437.2,94.72400000,,,,,,,,,,
437.4,94.91100000,,,,,,,,,,
437.6,94.90900000,,,,,,,,,,
437.8,95.06400000,,,,,,,,,,
438,94.97400000,,,,,,,,,,
438.2,94.86900000,,,,,,,,,,
438.4,94.65500000,,,,,,,,,,
438.6,94.52400000,,,,,,,,,,
438.8,94.36300000,,,,,,,,,,
439,94.14800000,,,,,,,,,,
439.2,93.95600000,,,,,,,,,,
439.4,93.83600000,,,,,,,,,,
439.6,93.79200000,,,,,,,,,,
439.8,93.84900000,,,,,,,,,,
440,93.86000000,,,,,,,,,,
440.2,94.01800000,,,,,,,,,,
440.4,94.17500000,,,,,,,,,,
440.6,94.31700000,,,,,,,,,,
440.8,94.50800000,,,,,,,,,,
441,94.63900000,,,,,,,,,,
441.2,94.80600000,,,,,,,,,,
441.4,94.74400000,,,,,,,,,,
441.6,94.79800000,,,,,,,,,,
441.8,94.76200000,,,,,,,,,,
442,94.64500000,,,,,,,,,,
442.2,94.53200000,,,,,,,,,,
442.4,94.54000000,,,,,,,,,,
442.6,94.47800000,,,,,,,,,,
442.8,94.46500000,,,,,,,,,,
443,94.50100000,,,,,,,,,,
443.2,94.63000000,,,,,,,,,,
443.4,94.57700000,,,,,,,,,,
443.6,94.61600000,,,,,,,,,,
443.8,94.66400000,,,,,,,,,,
444,94.66200000,,,,,,,,,,
444.2,94.61400000,,,,,,,,,,
444.4,94.71300000,,,,,,,,,,
444.6,94.55200000,,,,,,,,,,
444.8,94.44200000,,,,,,,,,,
445,94.34600000,,,,,,,,,,
445.2,94.10200000,,,,,,,,,,
445.4,94.06400000,,,,,,,,,,
445.6,93.91300000,,,,,,,,,,
445.8,93.90400000,,,,,,,,,,
446,93.89200000,,,,,,,,,,
446.2,93.88500000,,,,,,,,,,
446.4,93.95400000,,,,,,,,,,
446.6,94.10100000,,,,,,,,,,
446.8,94.23200000,,,,,,,,,,
447,94.24500000,,,,,,,,,,
447.2,94.42000000,,,,,,,,,,
447.4,94.57100000,,,,,,,,,,
447.6,94.54700000,,,,,,,,,,
447.8,94.57700000,,,,,,,,,,
448,94.51100000,,,,,,,,,,
448.2,94.51300000,,,,,,,,,,
448.4,94.43800000,,,,,,,,,,
448.6,94.37600000,,,,,,,,,,
448.8,94.23800000,,,,,,,,,,
449,94.22000000,,,,,,,,,,
449.2,94.26900000,,,,,,,,,,
449.4,94.26900000,,,,,,,,,,
449.6,94.38400000,,,,,,,,,,
449.8,94.46100000,,,,,,,,,,
450,94.56800000,,,,,,,,,,
450.2,94.65200000,,,,,,,,,,
450.4,94.80000000,,,,,,,,,,
450.6,94.92000000,,,,,,,,,,
450.8,94.93800000,,,,,,,,,,
451,94.95600000,,,,,,,,,,
451.2,94.92700000,,,,,,,,,,
451.4,94.89400000,,,,,,,,,,
451.6,94.85100000,,,,,,,,,,
451.8,94.81600000,,,,,,,,,,
452,94.74300000,,,,,,,,,,
452.2,94.70900000,,,,,,,,,,
452.4,94.56900000,,,,,,,,,,
452.6,94.59900000,,,,,,,,,,
452.8,94.53300000,,,,,,,,,,
453,94.51100000,,,,,,,,,,
453.2,94.62300000,,,,,,,,,,
453.4,94.60800000,,,,,,,,,,
453.6,94.67200000,,,,,,,,,,
453.8,94.66300000,,,,,,,,,,
454,94.50000000,,,,,,,,,,
454.2,94.49600000,,,,,,,,,,
454.4,94.43900000,,,,,,,,,,
454.6,94.34600000,,,,,,,,,,
454.8,94.22500000,,,,,,,,,,
455,94.02900000,,,,,,,,,,
455.2,94.02200000,,,,,,,,,,
455.4,93.89200000,,,,,,,,,,
455.6,93.87900000,,,,,,,,,,
455.8,93.84200000,,,,,,,,,,
456,93.84900000,,,,,,,,,,
456.2,94.01000000,,,,,,,,,,
456.4,94.11400000,,,,,,,,,,
456.6,94.26700000,,,,,,,,,,
456.8,94.41600000,,,,,,,,,,
457,94.58300000,,,,,,,,,,
457.2,94.61800000,,,,,,,,,,
457.4,94.77500000,,,,,,,,,,
457.6,94.81800000,,,,,,,,,,
457.8,94.85200000,,,,,,,,,,
458,94.84700000,,,,,,,,,,
458.2,94.73300000,,,,,,,,,,
458.4,94.69800000,,,,,,,,,,
458.6,94.63500000,,,,,,,,,,
458.8,94.63400000,,,,,,,,,,
459,94.59700000,,,,,,,,,,
459.2,94.64000000,,,,,,,,,,
459.4,94.62900000,,,,,,,,,,
459.6,94.74000000,,,,,,,,,,
459.8,94.79900000,,,,,,,,,,
460,94.94300000,,,,,,,,,,
460.2,95.02200000,,,,,,,,,,
460.4,95.18600000,,,,,,,,,,
460.6,95.18200000,,,,,,,,,,
460.8,95.22700000,,,,,,,,,,
461,95.16500000,,,,,,,,,,
461.2,95.12100000,,,,,,,,,,
461.4,95.03100000,,,,,,,,,,
461.6,94.97900000,,,,,,,,,,
461.8,94.82700000,,,,,,,,,,
462,94.73900000,,,,,,,,,,
462.2,94.63000000,,,,,,,,,,
462.4,94.56100000,,,,,,,,,,
462.6,94.52800000,,,,,,,,,,
462.8,94.49800000,,,,,,,,,,
463,94.63100000,,,,,,,,,,
463.2,94.70600000,,,,,,,,,,
463.4,94.82900000,,,,,,,,,,
463.6,94.97100000,,,,,,,,,,
463.8,95.11100000,,,,,,,,,,
464,95.19800000,,,,,,,,,,
464.2,95.20400000,,,,,,,,,,
464.4,95.23700000,,,,,,,,,,
464.6,95.23800000,,,,,,,,,,
464.8,95.12200000,,,,,,,,,,
465,94.93600000,,,,,,,,,,
465.2,94.64400000,,,,,,,,,,
465.4,94.48500000,,,,,,,,,,
465.6,94.24700000,,,,,,,,,,
465.8,94.04700000,,,,,,,,,,
466,93.90900000,,,,,,,,,,
466.2,93.77400000,,,,,,,,,,
466.4,93.77300000,,,,,,,,,,
466.6,93.80700000,,,,,,,,,,
466.8,93.93100000,,,,,,,,,,
467,94.12600000,,,,,,,,,,
467.2,94.31500000,,,,,,,,,,
467.4,94.56500000,,,,,,,,,,
467.6,94.77600000,,,,,,,,,,
467.8,95.04500000,,,,,,,,,,
468,95.16600000,,,,,,,,,,
468.2,95.28700000,,,,,,,,,,
468.4,95.30000000,,,,,,,,,,
468.6,95.30400000,,,,,,,,,,
468.8,95.26500000,,,,,,,,,,
469,95.15800000,,,,,,,,,,
469.2,94.94600000,,,,,,,,,,
469.4,94.89400000,,,,,,,,,,
469.6,94.75500000,,,,,,,,,,
469.8,94.59400000,,,,,,,,,,
470,94.49500000,,,,,,,,,,
470.2,94.49200000,,,,,,,,,,
470.4,94.38400000,,,,,,,,,,
470.6,94.39500000,,,,,,,,,,
470.8,94.49300000,,,,,,,,,,
471,94.49400000,,,,,,,,,,
471.2,94.62200000,,,,,,,,,,
471.4,94.72900000,,,,,,,,,,
471.6,94.79100000,,,,,,,,,,
471.8,94.87800000,,,,,,,,,,
472,94.85700000,,,,,,,,,,
472.2,94.84200000,,,,,,,,,,
472.4,94.78700000,,,,,,,,,,
472.6,94.71400000,,,,,,,,,,
472.8,94.62400000,,,,,,,,,,
473,94.49800000,,,,,,,,,,
473.2,94.44000000,,,,,,,,,,
473.4,94.33500000,,,,,,,,,,
473.6,94.33900000,,,,,,,,,,
473.8,94.30800000,,,,,,,,,,
474,94.30500000,,,,,,,,,,
474.2,94.27500000,,,,,,,,,,
474.4,94.28100000,,,,,,,,,,
474.6,94.36100000,,,,,,,,,,
474.8,94.45400000,,,,,,,,,,
475,94.51800000,,,,,,,,,,
475.2,94.57100000,,,,,,,,,,
475.4,94.57200000,,,,,,,,,,
475.6,94.56900000,,,,,,,,,,
475.8,94.63500000,,,,,,,,,,
476,94.60500000,,,,,,,,,,
476.2,94.62700000,,,,,,,,,,
476.4,94.58900000,,,,,,,,,,
476.6,94.54100000,,,,,,,,,,
476.8,94.57600000,,,,,,,,,,
477,94.61100000,,,,,,,,,,
477.2,94.62400000,,,,,,,,,,
477.4,94.80100000,,,,,,,,,,
477.6,94.88600000,,,,,,,,,,
477.8,94.96200000,,,,,,,,,,
478,95.09400000,,,,,,,,,,
478.2,95.20100000,,,,,,,,,,
478.4,95.31500000,,,,,,,,,,
478.6,95.48000000,,,,,,,,,,
478.8,95.56800000,,,,,,,,,,
479,95.52700000,,,,,,,,,,
479.2,95.53700000,,,,,,,,,,
479.4,95.50500000,,,,,,,,,,
479.6,95.39700000,,,,,,,,,,
479.8,95.35600000,,,,,,,,,,
480,95.21600000,,,,,,,,,,
480.2,95.12100000,,,,,,,,,,
480.4,94.96000000,,,,,,,,,,
480.6,94.84400000,,,,,,,,,,
480.8,94.65400000,,,,,,,,,,
481,94.58400000,,,,,,,,,,
481.2,94.41000000,,,,,,,,,,
481.4,94.36100000,,,,,,,,,,
481.6,94.26700000,,,,,,,,,,
481.8,94.22200000,,,,,,,,,,
482,94.17300000,,,,,,,,,,
482.2,94.08700000,,,,,,,,,,
482.4,94.10700000,,,,,,,,,,
482.6,94.05900000,,,,,,,,,,
482.8,94.13400000,,,,,,,,,,
483,94.10100000,,,,,,,,,,
483.2,94.18300000,,,,,,,,,,
483.4,94.33000000,,,,,,,,,,
483.6,94.36500000,,,,,,,,,,
483.8,94.44900000,,,,,,,,,,
484,94.54200000,,,,,,,,,,
484.2,94.52500000,,,,,,,,,,
484.4,94.73000000,,,,,,,,,,
484.6,94.65600000,,,,,,,,,,
484.8,94.73900000,,,,,,,,,,
485,94.62600000,,,,,,,,,,
485.2,94.58100000,,,,,,,,,,
485.4,94.65200000,,,,,,,,,,
485.6,94.66300000,,,,,,,,,,
485.8,94.60700000,,,,,,,,,,
486,94.68800000,,,,,,,,,,
486.2,94.70800000,,,,,,,,,,
486.4,94.74800000,,,,,,,,,,
486.6,94.79400000,,,,,,,,,,
486.8,94.84000000,,,,,,,,,,
487,94.88100000,,,,,,,,,,
487.2,94.88500000,,,,,,,,,,
487.4,94.97000000,,,,,,,,,,
487.6,94.89200000,,,,,,,,,,
487.8,94.87900000,,,,,,,,,,
488,94.97900000,,,,,,,,,,
488.2,94.86900000,,,,,,,,,,
488.4,94.80600000,,,,,,,,,,
488.6,94.60800000,,,,,,,,,,
488.8,94.13000000,,,,,,,,,,
489,93.20900000,,,,,,,,,,
489.2,91.74000000,,,,,,,,,,
489.4,89.68300000,,,,,,,,,,
489.6,87.18800000,,,,,,,,,,
489.8,84.61700000,,,,,,,,,,
490,82.20100000,,,,,,,,,,
490.2,80.65900000,,,,,,,,,,
490.4,80.55200000,,,,,,,,,,
490.6,82.49400000,,,,,,,,,,
490.8,86.54600000,,,,,,,,,,
491,90.23400000,,,,,,,,,,
491.2,86.67300000,,,,,,,,,,
491.4,69.80500000,,,,,,,,,,
491.6,44.92900000,,,,,,,,,,
491.8,25.02800000,,,,,,,,,,
492,13.30700000,,,,,,,,,,
492.2,6.84000000,,,,,,,,,,
492.4,3.80100000,,,,,,,,,,
492.6,2.20900000,,,,,,,,,,
492.8,1.34200000,,,,,,,,,,
493,0.84500000,,,,,,,,,,
493.2,0.55700000,,,,,,,,,,
493.4,0.37400000,,,,,,,,,,
493.6,0.22600000,,,,,,,,,,
493.8,0.15700000,,,,,,,,,,
494,0.11000000,,,,,,,,,,
494.2,0.07906100,,,,,,,,,,
494.4,0.05801500,,,,,,,,,,
494.6,0.04315900,,,,,,,,,,
494.8,0.03245200,,,,,,,,,,
495,0.02413700,,,,,,,,,,
495.2,0.01850800,,,,,,,,,,
495.4,0.01449900,,,,,,,,,,
495.6,0.01151000,,,,,,,,,,
495.8,0.00921310,,,,,,,,,,
496,0.00749320,,,,,,,,,,
496.2,0.00610820,,,,,,,,,,
496.4,0.00496820,,,,,,,,,,
496.6,0.00414150,,,,,,,,,,
496.8,0.00353660,,,,,,,,,,
497,0.00300120,,,,,,,,,,
497.2,0.00261710,,,,,,,,,,
497.4,0.00225450,,,,,,,,,,
497.6,0.00194730,,,,,,,,,,
497.8,0.00169690,,,,,,,,,,
498,0.00150200,,,,,,,,,,
498.2,0.00136080,,,,,,,,,,
498.4,0.00121470,,,,,,,,,,
498.6,0.00112130,,,,,,,,,,
498.8,0.00098952,,,,,,,,,,
499,0.00086090,,,,,,,,,,
499.2,0.00077704,,,,,,,,,,
499.4,0.00070764,,,,,,,,,,
499.6,0.00063574,,,,,,,,,,
499.8,0.00053273,,,,,,,,,,
500,0.00046521,,,,,,,,,,
500.2,0.00040541,,,,,,,,,,
500.4,0.00034946,,,,,,,,,,
500.6,0.00029754,,,,,,,,,,
500.8,0.00023584,,,,,,,,,,
501,0.00018516,,,,,,,,,,
501.2,0.00016484,,,,,,,,,,
501.4,0.00013732,,,,,,,,,,
501.6,0.00011021,,,,,,,,,,
501.8,0.00009021,,,,,,,,,,
502,0.00008256,,,,,,,,,,
502.2,0.00006678,,,,,,,,,,
502.4,0.00005065,,,,,,,,,,
502.6,0.00004599,,,,,,,,,,
502.8,0.00004114,,,,,,,,,,
503,0.00003689,,,,,,,,,,
503.2,0.00003487,,,,,,,,,,
503.4,0.00002761,,,,,,,,,,
503.6,0.00002485,,,,,,,,,,
503.8,0.00003028,,,,,,,,,,
504,0.00003170,,,,,,,,,,
504.2,0.00002294,,,,,,,,,,
504.4,0.00001079,,,,,,,,,,
504.6,0.00000360,,,,,,,,,,
504.8,0.00001406,,,,,,,,,,
505,0.00000600,,,,,,,,,,
505.2,0.00000948,,,,,,,,,,
505.4,0.00001304,,,,,,,,,,
505.6,0.00001437,,,,,,,,,,
505.8,0.00001461,,,,,,,,,,
506,0.00000767,,,,,,,,,,
506.2,0.00000629,,,,,,,,,,
506.4,0.00000667,,,,,,,,,,
506.6,0.00001272,,,,,,,,,,
506.8,0.00001331,,,,,,,,,,
507,0.00000835,,,,,,,,,,
507.2,0.00000825,,,,,,,,,,
507.4,0.00000230,,,,,,,,,,
507.6,0.00000489,,,,,,,,,,
507.8,0.00000260,,,,,,,,,,
508,0.00000238,,,,,,,,,,
508.2,0.00000412,,,,,,,,,,
508.4,0.00000620,,,,,,,,,,
508.6,0.00000492,,,,,,,,,,
508.8,0.00000593,,,,,,,,,,
509,0.00000754,,,,,,,,,,
509.2,0.00001078,,,,,,,,,,
509.4,0.00000476,,,,,,,,,,
509.6,0.00000232,,,,,,,,,,
509.8,0.00000655,,,,,,,,,,
510,0.00000901,,,,,,,,,,
510.2,0.00000610,,,,,,,,,,
510.4,0.00000457,,,,,,,,,,
510.6,0.00000592,,,,,,,,,,
510.8,0.00000549,,,,,,,,,,
511,0.00000342,,,,,,,,,,
511.2,0.00000470,,,,,,,,,,
511.4,0.00000470,,,,,,,,,,
511.6,0.00000628,,,,,,,,,,
511.8,0.00000588,,,,,,,,,,
512,0.00000604,,,,,,,,,,
512.2,0.00000979,,,,,,,,,,
512.4,0.00000783,,,,,,,,,,
512.6,0.00000167,,,,,,,,,,
512.8,0.00000152,,,,,,,,,,
513,0.00000152,,,,,,,,,,
513.2,0.00000316,,,,,,,,,,
513.4,0.00000904,,,,,,,,,,
513.6,0.00000794,,,,,,,,,,
513.8,0.00000635,,,,,,,,,,
514,0.00000875,,,,,,,,,,
514.2,0.00000414,,,,,,,,,,
514.4,0.00000427,,,,,,,,,,
514.6,0.00000793,,,,,,,,,,
514.8,0.00001305,,,,,,,,,,
515,0.00001200,,,,,,,,,,
515.2,0.00000883,,,,,,,,,,
515.4,0.00000762,,,,,,,,,,
515.6,0.00000253,,,,,,,,,,
515.8,0.00000282,,,,,,,,,,
516,0.00000595,,,,,,,,,,
516.2,0.00000390,,,,,,,,,,
516.4,0.00000194,,,,,,,,,,
516.6,0.00000452,,,,,,,,,,
516.8,0.00000779,,,,,,,,,,
517,0.00000666,,,,,,,,,,
517.2,0.00000314,,,,,,,,,,
517.4,0.00000176,,,,,,,,,,
517.6,0.00000359,,,,,,,,,,
517.8,0.00000417,,,,,,,,,,
518,0.00000143,,,,,,,,,,
518.2,0.00000512,,,,,,,,,,
518.4,0.00000266,,,,,,,,,,
518.6,0.00000282,,,,,,,,,,
518.8,0.00000778,,,,,,,,,,
519,0.00000651,,,,,,,,,,
519.2,0.00000683,,,,,,,,,,
519.4,0.00000285,,,,,,,,,,
519.6,0.00000163,,,,,,,,,,
519.8,0.00000205,,,,,,,,,,
520,0.00000216,,,,,,,,,,
520.2,0.00000176,,,,,,,,,,
520.4,0.00000515,,,,,,,,,,
520.6,0.00000447,,,,,,,,,,
520.8,0.00000148,,,,,,,,,,
521,0.00000137,,,,,,,,,,
521.2,0.00000197,,,,,,,,,,
521.4,0.00000341,,,,,,,,,,
521.6,0.00000560,,,,,,,,,,
521.8,0.00000696,,,,,,,,,,
522,0.00000781,,,,,,,,,,
522.2,0.00000563,,,,,,,,,,
522.4,0.00000439,,,,,,,,,,
522.6,0.00000239,,,,,,,,,,
522.8,0.00000157,,,,,,,,,,
523,0.00000276,,,,,,,,,,
523.2,0.00000602,,,,,,,,,,
523.4,0.00000832,,,,,,,,,,
523.6,0.00000177,,,,,,,,,,
523.8,0.00000724,,,,,,,,,,
524,0.00002374,,,,,,,,,,
524.2,0.00003881,,,,,,,,,,
524.4,0.00008591,,,,,,,,,,
524.6,0.00013398,,,,,,,,,,
524.8,0.00011706,,,,,,,,,,
525,0.00005298,,,,,,,,,,
525.2,0.00002774,,,,,,,,,,
525.4,0.00001943,,,,,,,,,,
525.6,0.00001416,,,,,,,,,,
525.8,0.00000523,,,,,,,,,,
526,0.00000949,,,,,,,,,,
526.2,0.00001137,,,,,,,,,,
526.4,0.00000722,,,,,,,,,,
526.6,0.00000253,,,,,,,,,,
526.8,0.00000240,,,,,,,,,,
527,0.00000731,,,,,,,,,,
527.2,0.00000631,,,,,,,,,,
527.4,0.00000683,,,,,,,,,,
527.6,0.00000626,,,,,,,,,,
527.8,0.00000524,,,,,,,,,,
528,0.00000423,,,,,,,,,,
528.2,0.00000407,,,,,,,,,,
528.4,0.00000474,,,,,,,,,,
528.6,0.00000377,,,,,,,,,,
528.8,0.00000164,,,,,,,,,,
529,0.00000125,,,,,,,,,,
529.2,0.00000483,,,,,,,,,,
529.4,0.00000456,,,,,,,,,,
529.6,0.00000319,,,,,,,,,,
529.8,0.00000627,,,,,,,,,,
530,0.00000818,,,,,,,,,,
530.2,0.00000764,,,,,,,,,,
530.4,0.00000827,,,,,,,,,,
530.6,0.00000380,,,,,,,,,,
530.8,0.00000483,,,,,,,,,,
531,0.00001070,,,,,,,,,,
531.2,0.00000723,,,,,,,,,,
531.4,0.00000907,,,,,,,,,,
531.6,0.00000484,,,,,,,,,,
531.8,0.00000158,,,,,,,,,,
532,0.00000118,,,,,,,,,,
532.2,0.00000118,,,,,,,,,,
532.4,0.00000161,,,,,,,,,,
532.6,0.00000575,,,,,,,,,,
532.8,0.00000166,,,,,,,,,,
533,0.00000255,,,,,,,,,,
533.2,0.00000161,,,,,,,,,,
533.4,0.00000117,,,,,,,,,,
533.6,0.00000222,,,,,,,,,,
533.8,0.00000527,,,,,,,,,,
534,0.00000127,,,,,,,,,,
534.2,0.00000384,,,,,,,,,,
534.4,0.00000246,,,,,,,,,,
534.6,0.00000129,,,,,,,,,,
534.8,0.00000207,,,,,,,,,,
535,0.00000242,,,,,,,,,,
535.2,0.00000141,,,,,,,,,,
535.4,0.00000505,,,,,,,,,,
535.6,0.00000184,,,,,,,,,,
535.8,0.00000254,,,,,,,,,,
536,0.00000625,,,,,,,,,,
536.2,0.00000609,,,,,,,,,,
536.4,0.00000458,,,,,,,,,,
536.6,0.00000405,,,,,,,,,,
536.8,0.00000134,,,,,,,,,,
537,0.00000182,,,,,,,,,,
537.2,0.00000276,,,,,,,,,,
537.4,0.00000490,,,,,,,,,,
537.6,0.00000562,,,,,,,,,,
537.8,0.00000450,,,,,,,,,,
538,0.00000458,,,,,,,,,,
538.2,0.00000630,,,,,,,,,,
538.4,0.00000213,,,,,,,,,,
538.6,0.00000186,,,,,,,,,,
538.8,0.00000178,,,,,,,,,,
539,0.00000270,,,,,,,,,,
539.2,0.00000559,,,,,,,,,,
539.4,0.00000111,,,,,,,,,,
539.6,0.00000111,,,,,,,,,,
539.8,0.00000256,,,,,,,,,,
540,0.00000298,,,,,,,,,,
540.2,0.00000206,,,,,,,,,,
540.4,0.00000290,,,,,,,,,,
540.6,0.00000390,,,,,,,,,,
540.8,0.00000224,,,,,,,,,,
541,0.00000828,,,,,,,,,,
541.2,0.00000940,,,,,,,,,,
541.4,0.00000795,,,,,,,,,,
541.6,0.00000635,,,,,,,,,,
541.8,0.00000440,,,,,,,,,,
542,0.00000493,,,,,,,,,,
542.2,0.00000939,,,,,,,,,,
542.4,0.00001215,,,,,,,,,,
542.6,0.00001713,,,,,,,,,,
542.8,0.00002597,,,,,,,,,,
543,0.00003911,,,,,,,,,,
543.2,0.00006183,,,,,,,,,,
543.4,0.00011164,,,,,,,,,,
543.6,0.00017110,,,,,,,,,,
543.8,0.00021080,,,,,,,,,,
544,0.00020419,,,,,,,,,,
544.2,0.00017294,,,,,,,,,,
544.4,0.00014268,,,,,,,,,,
544.6,0.00011249,,,,,,,,,,
544.8,0.00009076,,,,,,,,,,
545,0.00007613,,,,,,,,,,
545.2,0.00006433,,,,,,,,,,
545.4,0.00005736,,,,,,,,,,
545.6,0.00005282,,,,,,,,,,
545.8,0.00004959,,,,,,,,,,
546,0.00005184,,,,,,,,,,
546.2,0.00005342,,,,,,,,,,
546.4,0.00005340,,,,,,,,,,
546.6,0.00005599,,,,,,,,,,
546.8,0.00005447,,,,,,,,,,
547,0.00005136,,,,,,,,,,
547.2,0.00005524,,,,,,,,,,
547.4,0.00005520,,,,,,,,,,
547.6,0.00005432,,,,,,,,,,
547.8,0.00005172,,,,,,,,,,
548,0.00005096,,,,,,,,,,
548.2,0.00005009,,,,,,,,,,
548.4,0.00004679,,,,,,,,,,
548.6,0.00003875,,,,,,,,,,
548.8,0.00003364,,,,,,,,,,
549,0.00003275,,,,,,,,,,
549.2,0.00003029,,,,,,,,,,
549.4,0.00002714,,,,,,,,,,
549.6,0.00002452,,,,,,,,,,
549.8,0.00002293,,,,,,,,,,
550,0.00002170,,,,,,,,,,
550.2,0.00002109,,,,,,,,,,
550.4,0.00002188,,,,,,,,,,
550.6,0.00002412,,,,,,,,,,
550.8,0.00002126,,,,,,,,,,
551,0.00001689,,,,,,,,,,
551.2,0.00001460,,,,,,,,,,
551.4,0.00001349,,,,,,,,,,
551.6,0.00001250,,,,,,,,,,
551.8,0.00001082,,,,,,,,,,
552,0.00001368,,,,,,,,,,
552.2,0.00001751,,,,,,,,,,
552.4,0.00001715,,,,,,,,,,
552.6,0.00001056,,,,,,,,,,
552.8,0.00001164,,,,,,,,,,
553,0.00000947,,,,,,,,,,
553.2,0.00001267,,,,,,,,,,
553.4,0.00001596,,,,,,,,,,
553.6,0.00001688,,,,,,,,,,
